timestamp,test-class,test-method,time,description,result
2021-06-04 22:21:29.356,acme.testing.SignUpTest,createNegative,2451,"[7] username=fernando, password=fer, name=fer, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-06-04 22:21:32.2,acme.testing.SignUpTest,createNegative,2588,"[8] username=fernando, password=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, name=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-06-04 22:21:35.0,acme.testing.SignUpTest,createNegative,2544,"[9] username=fernando, password=fernando, name=fernando, surname=null, email=valdes, license=fer@gmail.com",OK
2021-06-04 22:21:37.791,acme.testing.SignUpTest,createNegative,2509,"[10] username=fernando, password=fernando, name=fernando, surname=fernando, email=null, license=fer@gmail.com",OK
2021-06-04 22:21:40.689,acme.testing.SignUpTest,createNegative,2564,"[11] username=fernando, password=fernando, name=fernando, surname=fernando, email=valdes, license=null",OK
2021-06-04 22:21:54.736,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,4419,"[1] publicTasks=12, privateTasks=6, finishedTasks=6, nonFinishedTasks=12, averageWorkFlow=3.11, deviationWorkFlow=5.43, maxWorkFlow=25.00, minWorkFlow=1.00, averageExecutionPeriod=163.00, deviationExecutionPeriod=147.43, maxExecutionPeriod=372.00, minExecutionPeriod=0.00",OK
2021-06-04 22:21:55.352,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,316,"[1] username=null, password=null",OK
2021-06-04 22:21:59.234,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,3596,"[2] username=manager3, password=manager3",OK
2021-06-04 22:22:13.135,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showPositive,4365,"[1] username=manager2, password=manager2, confirmation=manager2, name=Manager2, surname=Manager2, email=manager2@gmail.com",OK
2021-06-04 22:22:13.711,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showNegative,297,"showNegative()",OK
2021-06-04 22:22:29.998,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updatePositive,6644,"[1] password=carvilgar1, confirmation=carvilgar1, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-06-04 22:22:35.857,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,5558,"[1] password=carvilgar1, confirmation=error404, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-06-04 22:22:41.424,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,5296,"[2] password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-06-04 22:22:47.149,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,5440,"[3] password=a, confirmation=a, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-06-04 22:22:52.928,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,5495,"[4] password=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, confirmation=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
